Hour,platform,frequency
"2016-06-30 21",Unknown,4
"2016-06-30 21",Unspecified,1966
"2016-06-30 22","Big screen",50
"2016-06-30 22",Computer,9797
"2016-06-30 22",Mobile,12981
"2016-06-30 22",Tablet,16444
"2016-06-30 22",Unknown,2
"2016-06-30 22",Unspecified,1671
"2016-06-30 23","Big screen",29
"2016-06-30 23",Computer,5678
"2016-06-30 23",Mobile,6426
"2016-06-30 23",Tablet,6472
"2016-06-30 23",Unknown,5
"2016-06-30 23",Unspecified,990
"2016-07-01 00","Big screen",14
"2016-07-01 00",Computer,3441
"2016-07-01 00",Mobile,3843
"2016-07-01 00",Tablet,1608
"2016-07-01 00",Unknown,6
"2016-07-01 00",Unspecified,499
"2016-07-01 01","Big screen",3
"2016-07-01 01",Computer,1773
"2016-07-01 01",Mobile,1871
"2016-07-01 01",Tablet,651
"2016-07-01 01",Unspecified,170
"2016-07-01 02",Computer,1114
"2016-07-01 02",Mobile,1162
"2016-07-01 02",Tablet,449
"2016-07-01 02",Unknown,2
"2016-07-01 02",Unspecified,132
"2016-07-01 03",Computer,888
"2016-07-01 03",Mobile,1054
"2016-07-01 03",Tablet,382
"2016-07-01 03",Unspecified,113
"2016-07-01 04",Computer,842
"2016-07-01 04",Mobile,1114
"2016-07-01 04",Tablet,459
"2016-07-01 04",Unspecified,173
"2016-07-01 05","Big screen",1
"2016-07-01 05",Computer,1574
"2016-07-01 05",Mobile,2624
"2016-07-01 05",Tablet,1121
"2016-07-01 05",Unspecified,302
"2016-07-01 06","Big screen",12
"2016-07-01 06",Computer,4446
"2016-07-01 06",Mobile,6158
"2016-07-01 06",Tablet,2805
"2016-07-01 06",Unknown,3
"2016-07-01 06",Unspecified,705
"2016-07-01 07","Big screen",13
"2016-07-01 07",Computer,8713
"2016-07-01 07",Mobile,8487
"2016-07-01 07",Tablet,4304
"2016-07-01 07",Unknown,9
"2016-07-01 07",Unspecified,1068
"2016-07-01 08","Big screen",4
"2016-07-01 08",Computer,13452
"2016-07-01 08",Mobile,7421
"2016-07-01 08",Tablet,3894
"2016-07-01 08",Unknown,1
"2016-07-01 08",Unspecified,1143
"2016-07-01 09","Big screen",9
"2016-07-01 09",Computer,16029
"2016-07-01 09",Mobile,6055
"2016-07-01 09",Tablet,2850
"2016-07-01 09",UNKNOWN,1
"2016-07-01 09",Unspecified,1277
"2016-07-01 10","Big screen",4
"2016-07-01 10",Computer,15040
"2016-07-01 10",Mobile,5810
"2016-07-01 10",Tablet,2462
"2016-07-01 10",UNKNOWN,2
"2016-07-01 10",Unspecified,1048
"2016-07-01 11","Big screen",3
"2016-07-01 11",Computer,16764
"2016-07-01 11",Mobile,5818
"2016-07-01 11",Tablet,2584
"2016-07-01 11",Unknown,2
"2016-07-01 11",Unspecified,1045
"2016-07-01 12","Big screen",16
"2016-07-01 12",Computer,20350
"2016-07-01 12",Mobile,8183
"2016-07-01 12",Tablet,3419
"2016-07-01 12",Unknown,13
"2016-07-01 12",Unspecified,1407
"2016-07-01 13","Big screen",7
"2016-07-01 13",Computer,19686
"2016-07-01 13",Mobile,7741
"2016-07-01 13",Tablet,3218
"2016-07-01 13",Unknown,3
"2016-07-01 13",Unspecified,1299
"2016-07-01 14","Big screen",4
"2016-07-01 14",Computer,15457
"2016-07-01 14",Mobile,6814
"2016-07-01 14",Tablet,3268
"2016-07-01 14",Unknown,4
"2016-07-01 14",Unspecified,1178
"2016-07-01 15","Big screen",20
"2016-07-01 15",Computer,16028
"2016-07-01 15",Mobile,7569
"2016-07-01 15",Tablet,3599
"2016-07-01 15",Unknown,7
"2016-07-01 15",Unspecified,1339
"2016-07-01 16","Big screen",26
"2016-07-01 16",Computer,17008
"2016-07-01 16",Mobile,8959
"2016-07-01 16",Tablet,4790
"2016-07-01 16",Unknown,2
"2016-07-01 16",Unspecified,1428
"2016-07-01 17","Big screen",9
"2016-07-01 17",Computer,14917
"2016-07-01 17",Mobile,10306
"2016-07-01 17",Tablet,5193
"2016-07-01 17",Unknown,4
"2016-07-01 17",Unspecified,1566
"2016-07-01 18","Big screen",4
"2016-07-01 18",Computer,12459
"2016-07-01 18",Mobile,11541
"2016-07-01 18",Tablet,5516
"2016-07-01 18",Unknown,3
"2016-07-01 18",Unspecified,1446
"2016-07-01 19","Big screen",29
"2016-07-01 19",Computer,12980
"2016-07-01 19",Mobile,13180
"2016-07-01 19",Tablet,6051
"2016-07-01 19",Unknown,6
"2016-07-01 19",Unspecified,1605
"2016-07-01 20","Big screen",31
"2016-07-01 20",Computer,13007
"2016-07-01 20",Mobile,22318
"2016-07-01 20",Tablet,10065
"2016-07-01 20",Unknown,5
"2016-07-01 20",Unspecified,2606
"2016-07-01 21","Big screen",35
"2016-07-01 21",Computer,12835
"2016-07-01 21",Mobile,27139
"2016-07-01 21",Tablet,10946
"2016-07-01 21",Unknown,4
"2016-07-01 21",Unspecified,2922
"2016-07-01 22","Big screen",24
"2016-07-01 22",Computer,12681
"2016-07-01 22",Mobile,16214
"2016-07-01 22",Tablet,7399
"2016-07-01 22",Unknown,7
"2016-07-01 22",Unspecified,1761
"2016-07-01 23","Big screen",22
"2016-07-01 23",Computer,8188
"2016-07-01 23",Mobile,9126
"2016-07-01 23",Tablet,3805
"2016-07-01 23",Unknown,7
"2016-07-01 23",Unspecified,998
"2016-07-02 00",Computer,3162
"2016-07-02 00",Mobile,3384
"2016-07-02 00",Tablet,4090
"2016-07-02 00",Unknown,3
"2016-07-02 00",Unspecified,1929
"2016-07-02 01","Big screen",2
"2016-07-02 01",Computer,1711
"2016-07-02 01",Mobile,1972
"2016-07-02 01",Tablet,1987
"2016-07-02 01",Unspecified,989
"2016-07-02 02",Computer,1174
"2016-07-02 02",Mobile,1349
"2016-07-02 02",Tablet,1163
"2016-07-02 02",Unspecified,523
"2016-07-02 03",Computer,801
"2016-07-02 03",Mobile,849
"2016-07-02 03",Tablet,938
"2016-07-02 03",Unknown,1
"2016-07-02 03",Unspecified,231
"2016-07-02 04","Big screen",3
"2016-07-02 04",Computer,673
"2016-07-02 04",Mobile,782
"2016-07-02 04",Tablet,811
"2016-07-02 04",Unspecified,341
"2016-07-02 05",Computer,1046
"2016-07-02 05",Mobile,1417
"2016-07-02 05",Tablet,1581
"2016-07-02 05",Unspecified,592
"2016-07-02 06","Big screen",1
"2016-07-02 06",Computer,2315
"2016-07-02 06",Mobile,2971
"2016-07-02 06",Tablet,3319
"2016-07-02 06",Unspecified,1166
"2016-07-02 07","Big screen",5
"2016-07-02 07",Computer,4309
"2016-07-02 07",Mobile,5430
"2016-07-02 07",Tablet,6402
"2016-07-02 07",Unknown,5
"2016-07-02 07",Unspecified,2477
"2016-07-02 08","Big screen",6
"2016-07-02 08",Computer,6848
"2016-07-02 08",Mobile,6987
"2016-07-02 08",Tablet,8631
"2016-07-02 08",Unknown,9
"2016-07-02 08",Unspecified,3456
"2016-07-02 09","Big screen",12
"2016-07-02 09",Computer,7502
"2016-07-02 09",Mobile,7061
"2016-07-02 09",Tablet,8421
"2016-07-02 09",UNKNOWN,13
"2016-07-02 09",Unspecified,3528
"2016-07-02 10","Big screen",13
"2016-07-02 10",Computer,7447
"2016-07-02 10",Mobile,6277
"2016-07-02 10",Tablet,7099
"2016-07-02 10",Unknown,4
"2016-07-02 10",Unspecified,3931
"2016-07-02 11","Big screen",6
"2016-07-02 11",Computer,7511
"2016-07-02 11",Mobile,6254
"2016-07-02 11",Tablet,8110
"2016-07-02 11",Unknown,6
"2016-07-02 11",Unspecified,4012
"2016-07-02 12","Big screen",7
"2016-07-02 12",Computer,7857
"2016-07-02 12",Mobile,7992
"2016-07-02 12",Tablet,9897
"2016-07-02 12",Unspecified,4266
"2016-07-02 13","Big screen",17
"2016-07-02 13",Computer,8112
"2016-07-02 13",Mobile,8977
"2016-07-02 13",Tablet,11531
"2016-07-02 13",Unspecified,4675
"2016-07-02 14","Big screen",11
"2016-07-02 14",Computer,8346
"2016-07-02 14",Mobile,10240
"2016-07-02 14",Tablet,12535
"2016-07-02 14",Unknown,3
"2016-07-02 14",Unspecified,5299
"2016-07-02 15","Big screen",20
"2016-07-02 15",Computer,8444
"2016-07-02 15",Mobile,10253
"2016-07-02 15",Tablet,12858
"2016-07-02 15",Unknown,1
"2016-07-02 15",Unspecified,5590
"2016-07-02 16",,1
"2016-07-02 16","Big screen",20
"2016-07-02 16",Computer,10410
"2016-07-02 16",Mobile,12885
"2016-07-02 16",Tablet,15575
"2016-07-02 16",Unknown,4
"2016-07-02 16",Unspecified,6749
"2016-07-02 17","Big screen",4
"2016-07-02 17",Computer,10330
"2016-07-02 17",Mobile,12280
"2016-07-02 17",Tablet,15813
"2016-07-02 17",Unknown,13
"2016-07-02 17",Unspecified,6919
"2016-07-02 18","Big screen",11
"2016-07-02 18",Computer,8721
"2016-07-02 18",Mobile,10067
"2016-07-02 18",Tablet,12252
"2016-07-02 18",Unknown,4
"2016-07-02 18",Unspecified,5562
"2016-07-02 19","Big screen",11
"2016-07-02 19",Computer,8271
"2016-07-02 19",Mobile,8326
"2016-07-02 19",Tablet,10990
"2016-07-02 19",Unknown,5
"2016-07-02 19",Unspecified,4836
"2016-07-02 20","Big screen",14
"2016-07-02 20",Computer,7092
"2016-07-02 20",Mobile,9821
"2016-07-02 20",Tablet,13689
"2016-07-02 20",Unknown,2
"2016-07-02 20",Unspecified,4790
"2016-07-02 21","Big screen",24
"2016-07-02 21",Computer,6717
"2016-07-02 21",Mobile,10772
"2016-07-02 21",Tablet,15153
"2016-07-02 21",Unspecified,4752
"2016-07-02 22","Big screen",19
"2016-07-02 22",Computer,6715
"2016-07-02 22",Mobile,11029
"2016-07-02 22",Tablet,16096
"2016-07-02 22",Unknown,4
"2016-07-02 22",Unspecified,4698
"2016-07-02 23",,7
"2016-07-02 23","Big screen",21
"2016-07-02 23",Computer,5247
"2016-07-02 23",Mobile,6188
"2016-07-02 23",Tablet,7409
"2016-07-02 23",Unknown,3
"2016-07-02 23",Unspecified,3083
"2016-07-03 00",,1
"2016-07-03 00","Big screen",8
"2016-07-03 00",Computer,2812
"2016-07-03 00",Mobile,3379
"2016-07-03 00",Tablet,3744
"2016-07-03 00",Unknown,9
"2016-07-03 00",Unspecified,1404
"2016-07-03 01","Big screen",2
"2016-07-03 01",Computer,1572
"2016-07-03 01",Mobile,1995
"2016-07-03 01",Tablet,1660
"2016-07-03 01",Unknown,1
"2016-07-03 01",Unspecified,744
"2016-07-03 02",,2
"2016-07-03 02","Big screen",1
"2016-07-03 02",Computer,861
"2016-07-03 02",Mobile,1191
"2016-07-03 02",Tablet,987
"2016-07-03 02",Unknown,4
"2016-07-03 02",Unspecified,436
"2016-07-03 03",Computer,661
"2016-07-03 03",Mobile,808
"2016-07-03 03",Tablet,728
"2016-07-03 03",Unspecified,326
"2016-07-03 04",Computer,609
"2016-07-03 04",Mobile,755
"2016-07-03 04",Tablet,695
"2016-07-03 04",Unspecified,299
"2016-07-03 05",Computer,964
"2016-07-03 05",Mobile,1014
"2016-07-03 05",Tablet,1210
"2016-07-03 05",Unknown,1
"2016-07-03 05",Unspecified,371
"2016-07-03 06",Computer,1845
"2016-07-03 06",Mobile,2070
"2016-07-03 06",Tablet,2518
"2016-07-03 06",Unknown,7
"2016-07-03 06",Unspecified,873
"2016-07-03 07","Big screen",9
"2016-07-03 07",Computer,3845
"2016-07-03 07",Mobile,4399
"2016-07-03 07",Tablet,5347
"2016-07-03 07",Unknown,4
"2016-07-03 07",Unspecified,1680
"2016-07-03 08","Big screen",11
"2016-07-03 08",Computer,6158
"2016-07-03 08",Mobile,6286
"2016-07-03 08",Tablet,7866
"2016-07-03 08",Unknown,5
"2016-07-03 08",Unspecified,2679
"2016-07-03 09","Big screen",23
"2016-07-03 09",Computer,7568
"2016-07-03 09",Mobile,6665
"2016-07-03 09",Tablet,7603
"2016-07-03 09",Unknown,2
"2016-07-03 09",Unspecified,3066
"2016-07-03 10","Big screen",28
"2016-07-03 10",Computer,7084
"2016-07-03 10",Mobile,6398
"2016-07-03 10",Tablet,7340
"2016-07-03 10",Unknown,10
"2016-07-03 10",Unspecified,3358
"2016-07-03 11","Big screen",10
"2016-07-03 11",Computer,7370
"2016-07-03 11",Mobile,6072
"2016-07-03 11",Tablet,7005
"2016-07-03 11",Unknown,4
"2016-07-03 11",Unspecified,3467
"2016-07-03 12","Big screen",23
"2016-07-03 12",Computer,7457
"2016-07-03 12",Mobile,6399
"2016-07-03 12",Tablet,7266
"2016-07-03 12",Unknown,2
"2016-07-03 12",Unspecified,3462
"2016-07-03 13","Big screen",20
"2016-07-03 13",Computer,7102
"2016-07-03 13",Mobile,7580
"2016-07-03 13",Tablet,9181
"2016-07-03 13",Unknown,1
"2016-07-03 13",Unspecified,3441
"2016-07-03 14",,1
"2016-07-03 14","Big screen",22
"2016-07-03 14",Computer,7597
"2016-07-03 14",Mobile,9101
"2016-07-03 14",Tablet,11424
"2016-07-03 14",Unknown,1
"2016-07-03 14",Unspecified,4007
"2016-07-03 15","Big screen",8
"2016-07-03 15",Computer,8222
"2016-07-03 15",Mobile,10293
"2016-07-03 15",Tablet,12666
"2016-07-03 15",Unknown,4
"2016-07-03 15",Unspecified,4302
"2016-07-03 16",,2
"2016-07-03 16","Big screen",33
"2016-07-03 16",Computer,8912
"2016-07-03 16",Mobile,11094
"2016-07-03 16",Tablet,12113
"2016-07-03 16",Unknown,9
"2016-07-03 16",Unspecified,4795
"2016-07-03 17","Big screen",14
"2016-07-03 17",Computer,9732
"2016-07-03 17",Mobile,9657
"2016-07-03 17",Tablet,11665
"2016-07-03 17",Unknown,5
"2016-07-03 17",Unspecified,4545
"2016-07-03 18","Big screen",29
"2016-07-03 18",Computer,8841
"2016-07-03 18",Mobile,9210
"2016-07-03 18",Tablet,11746
"2016-07-03 18",Unspecified,4649
"2016-07-03 19","Big screen",8
"2016-07-03 19",Computer,9243
"2016-07-03 19",Mobile,8806
"2016-07-03 19",Tablet,11871
"2016-07-03 19",Unknown,4
"2016-07-03 19",Unspecified,4723
"2016-07-03 20","Big screen",32
"2016-07-03 20",Computer,9555
"2016-07-03 20",Mobile,12977
"2016-07-03 20",Tablet,17371
"2016-07-03 20",Unknown,8
"2016-07-03 20",Unspecified,5327
"2016-07-03 21","Big screen",30
"2016-07-03 21",Computer,10330
"2016-07-03 21",Mobile,14708
"2016-07-03 21",Tablet,19204
"2016-07-03 21",Unknown,4
"2016-07-03 21",Unspecified,6011
"2016-07-03 22","Big screen",35
"2016-07-03 22",Computer,8254
"2016-07-03 22",Mobile,9117
"2016-07-03 22",Tablet,11730
"2016-07-03 22",Unknown,9
"2016-07-03 22",Unspecified,4277
"2016-07-03 23","Big screen",2
"2016-07-03 23",Computer,4839
"2016-07-03 23",Mobile,4997
"2016-07-03 23",Tablet,5162
"2016-07-03 23",Unknown,9
"2016-07-03 23",Unspecified,2399
"2016-07-04 00","Big screen",7
"2016-07-04 00",Computer,1969
"2016-07-04 00",Mobile,2243
"2016-07-04 00",Tablet,2820
"2016-07-04 00",Unknown,331
"2016-07-04 00",Unspecified,1331
"2016-07-04 01","Big screen",8
"2016-07-04 01",Computer,1034
"2016-07-04 01",Mobile,1136
"2016-07-04 01",Tablet,1279
"2016-07-04 01",Unknown,114
"2016-07-04 01",Unspecified,703
"2016-07-04 02",Computer,626
"2016-07-04 02",Mobile,702
"2016-07-04 02",Tablet,816
"2016-07-04 02",Unknown,141
"2016-07-04 02",Unspecified,419
"2016-07-04 03",Computer,433
"2016-07-04 03",Mobile,671
"2016-07-04 03",Tablet,643
"2016-07-04 03",Unknown,96
"2016-07-04 03",Unspecified,353
"2016-07-04 04",,1
"2016-07-04 04",Computer,472
"2016-07-04 04",Mobile,785
"2016-07-04 04",Tablet,833
"2016-07-04 04",Unknown,120
"2016-07-04 04",Unspecified,346
"2016-07-04 05","Big screen",2
"2016-07-04 05",Computer,1201
"2016-07-04 05",Mobile,1421
"2016-07-04 05",Tablet,1792
"2016-07-04 05",Unknown,160
"2016-07-04 05",Unspecified,699
"2016-07-04 06","Big screen",1
"2016-07-04 06",Computer,2651
"2016-07-04 06",Mobile,3588
"2016-07-04 06",Tablet,4831
"2016-07-04 06",Unknown,369
"2016-07-04 06",Unspecified,1777
"2016-07-04 07","Big screen",22
"2016-07-04 07",Computer,5562
"2016-07-04 07",Mobile,5558
"2016-07-04 07",Tablet,8040
"2016-07-04 07",Unknown,994
"2016-07-04 07",Unspecified,3331
"2016-07-04 08","Big screen",2
"2016-07-04 08",Computer,7944
"2016-07-04 08",Mobile,4706
"2016-07-04 08",Tablet,6984
"2016-07-04 08",Unknown,1922
"2016-07-04 08",Unspecified,3549
"2016-07-04 09",,17
"2016-07-04 09","Big screen",4
"2016-07-04 09",Computer,9539
"2016-07-04 09",Mobile,3334
"2016-07-04 09",Tablet,4936
"2016-07-04 09",Unknown,2985
"2016-07-04 09",Unspecified,4289
"2016-07-04 10","Big screen",11
"2016-07-04 10",Computer,11368
"2016-07-04 10",Mobile,3757
"2016-07-04 10",Tablet,5157
"2016-07-04 10",Unknown,3239
"2016-07-04 10",Unspecified,3886
"2016-07-04 11","Big screen",1
"2016-07-04 11",Computer,10483
"2016-07-04 11",Mobile,3603
"2016-07-04 11",Tablet,5306
"2016-07-04 11",Unknown,2864
"2016-07-04 11",Unspecified,3861
"2016-07-04 12",,4
"2016-07-04 12","Big screen",8
"2016-07-04 12",Computer,13176
"2016-07-04 12",Mobile,4293
"2016-07-04 12",Tablet,6693
"2016-07-04 12",Unknown,4460
"2016-07-04 12",Unspecified,4829
"2016-07-04 13",,15
"2016-07-04 13","Big screen",13
"2016-07-04 13",Computer,12845
"2016-07-04 13",Mobile,4824
"2016-07-04 13",Tablet,7067
"2016-07-04 13",Unknown,4252
"2016-07-04 13",Unspecified,4785
"2016-07-04 14",,3
"2016-07-04 14","Big screen",8
"2016-07-04 14",Computer,10722
"2016-07-04 14",Mobile,4634
"2016-07-04 14",Tablet,7182
"2016-07-04 14",Unknown,3319
"2016-07-04 14",Unspecified,4151
"2016-07-04 15",,22
"2016-07-04 15","Big screen",33
"2016-07-04 15",Computer,12258
"2016-07-04 15",Mobile,5305
"2016-07-04 15",Tablet,7923
"2016-07-04 15",Unknown,3922
"2016-07-04 15",Unspecified,5027
"2016-07-04 16",,9
"2016-07-04 16","Big screen",20
"2016-07-04 16",Computer,12463
"2016-07-04 16",Mobile,6070
"2016-07-04 16",Tablet,9226
"2016-07-04 16",Unknown,3529
"2016-07-04 16",Unspecified,5785
"2016-07-04 17","Big screen",15
"2016-07-04 17",Computer,10305
"2016-07-04 17",Mobile,6970
"2016-07-04 17",Tablet,10396
"2016-07-04 17",Unknown,2417
"2016-07-04 17",Unspecified,5616
"2016-07-04 18","Big screen",23
"2016-07-04 18",Computer,8403
"2016-07-04 18",Mobile,7520
"2016-07-04 18",Tablet,11592
"2016-07-04 18",Unknown,1341
"2016-07-04 18",Unspecified,5291
"2016-07-04 19","Big screen",14
"2016-07-04 19",Computer,8773
"2016-07-04 19",Mobile,7476
"2016-07-04 19",Tablet,11679
"2016-07-04 19",Unknown,1198
"2016-07-04 19",Unspecified,5835
"2016-07-04 20","Big screen",23
"2016-07-04 20",Computer,8499
"2016-07-04 20",Mobile,6868
"2016-07-04 20",Tablet,10736
"2016-07-04 20",Unknown,1232
"2016-07-04 20",Unspecified,5303
"2016-07-04 21","Big screen",44
"2016-07-04 21",Computer,8099
"2016-07-04 21",Mobile,6643
"2016-07-04 21",Tablet,10640
"2016-07-04 21",Unknown,1276
"2016-07-04 21",Unspecified,5214
"2016-07-04 22","Big screen",8
"2016-07-04 22",Computer,6676
"2016-07-04 22",Mobile,5844
"2016-07-04 22",Tablet,8820
"2016-07-04 22",Unknown,965
"2016-07-04 22",Unspecified,4066
"2016-07-04 23","Big screen",16
"2016-07-04 23",Computer,3865
"2016-07-04 23",Mobile,3515
"2016-07-04 23",Tablet,4986
"2016-07-04 23",Unknown,670
"2016-07-04 23",Unspecified,2353
"2016-07-05 00","Big screen",4
"2016-07-05 00",Computer,2725
"2016-07-05 00",Mobile,2481
"2016-07-05 00",Tablet,1913
"2016-07-05 00",Unknown,20
"2016-07-05 00",Unspecified,411
"2016-07-05 01","Big screen",2
"2016-07-05 01",Computer,1492
"2016-07-05 01",Mobile,1266
"2016-07-05 01",Tablet,867
"2016-07-05 01",Unknown,9
"2016-07-05 01",Unspecified,230
"2016-07-05 02","Big screen",5
"2016-07-05 02",Computer,814
"2016-07-05 02",Mobile,810
"2016-07-05 02",Tablet,577
"2016-07-05 02",Unknown,9
"2016-07-05 02",Unspecified,177
"2016-07-05 03",Computer,674
"2016-07-05 03",Mobile,693
"2016-07-05 03",Tablet,494
"2016-07-05 03",Unknown,4
"2016-07-05 03",Unspecified,142
"2016-07-05 04",Computer,703
"2016-07-05 04",Mobile,757
"2016-07-05 04",Tablet,659
"2016-07-05 04",Unknown,5
"2016-07-05 04",Unspecified,112
"2016-07-05 05","Big screen",4
"2016-07-05 05",Computer,1468
"2016-07-05 05",Mobile,1541
"2016-07-05 05",Tablet,1395
"2016-07-05 05",Unknown,23
"2016-07-05 05",Unspecified,260
"2016-07-05 06",Computer,3257
"2016-07-05 06",Mobile,4369
"2016-07-05 06",Tablet,3879
"2016-07-05 06",Unknown,44
"2016-07-05 06",Unspecified,673
"2016-07-05 07","Big screen",7
"2016-07-05 07",Computer,6911
"2016-07-05 07",Mobile,6817
"2016-07-05 07",Tablet,6329
"2016-07-05 07",Unknown,83
"2016-07-05 07",Unspecified,1271
"2016-07-05 08",,10
"2016-07-05 08","Big screen",9
"2016-07-05 08",Computer,10434
"2016-07-05 08",Mobile,5430
"2016-07-05 08",Tablet,5149
"2016-07-05 08",Unknown,99
"2016-07-05 08",Unspecified,1871
"2016-07-05 09","Big screen",16
"2016-07-05 09",Computer,13204
"2016-07-05 09",Mobile,4096
"2016-07-05 09",Tablet,4081
"2016-07-05 09",Unknown,88
"2016-07-05 09",Unspecified,1969
"2016-07-05 10",,6
"2016-07-05 10","Big screen",12
"2016-07-05 10",Computer,12553
"2016-07-05 10",Mobile,4068
"2016-07-05 10",Tablet,3605
"2016-07-05 10",Unknown,62
"2016-07-05 10",Unspecified,2001
"2016-07-05 11",,2
"2016-07-05 11","Big screen",14
"2016-07-05 11",Computer,14415
"2016-07-05 11",Mobile,4825
"2016-07-05 11",Tablet,4072
"2016-07-05 11",Unknown,136
"2016-07-05 11",Unspecified,1972
"2016-07-05 12","Big screen",11
"2016-07-05 12",Computer,18268
"2016-07-05 12",Mobile,5648
"2016-07-05 12",Tablet,5033
"2016-07-05 12",Unknown,172
"2016-07-05 12",Unspecified,2488
"2016-07-05 13","Big screen",10
"2016-07-05 13",Computer,17633
"2016-07-05 13",Mobile,6104
"2016-07-05 13",Tablet,4920
"2016-07-05 13",Unknown,170
"2016-07-05 13",Unspecified,2499
"2016-07-05 14",,2
"2016-07-05 14","Big screen",15
"2016-07-05 14",Computer,13746
"2016-07-05 14",Mobile,4920
"2016-07-05 14",Tablet,4567
"2016-07-05 14",Unknown,178
"2016-07-05 14",Unspecified,2070
"2016-07-05 15","Big screen",15
"2016-07-05 15",Computer,14423
"2016-07-05 15",Mobile,5735
"2016-07-05 15",Tablet,4993
"2016-07-05 15",Unknown,73
"2016-07-05 15",Unspecified,2213
"2016-07-05 16",,8
"2016-07-05 16","Big screen",26
"2016-07-05 16",Computer,16140
"2016-07-05 16",Mobile,6290
"2016-07-05 16",Tablet,6483
"2016-07-05 16",Unknown,115
"2016-07-05 16",Unspecified,2474
"2016-07-05 17","Big screen",14
"2016-07-05 17",Computer,13586
"2016-07-05 17",Mobile,7706
"2016-07-05 17",Tablet,6452
"2016-07-05 17",Unknown,157
"2016-07-05 17",Unspecified,2293
"2016-07-05 18","Big screen",21
"2016-07-05 18",Computer,11565
"2016-07-05 18",Mobile,8194
"2016-07-05 18",Tablet,7722
"2016-07-05 18",Unknown,87
"2016-07-05 18",Unspecified,2164
"2016-07-05 19","Big screen",13
"2016-07-05 19",Computer,11020
"2016-07-05 19",Mobile,8687
"2016-07-05 19",Tablet,7953
"2016-07-05 19",Unknown,124
"2016-07-05 19",Unspecified,1958
"2016-07-05 20","Big screen",19
"2016-07-05 20",Computer,11483
"2016-07-05 20",Mobile,8959
"2016-07-05 20",Tablet,8150
"2016-07-05 20",Unknown,113
"2016-07-05 20",Unspecified,2106
"2016-07-05 21","Big screen",19
"2016-07-05 21",Computer,11265
"2016-07-05 21",Mobile,9206
"2016-07-05 21",Tablet,9231
"2016-07-05 21",Unknown,147
"2016-07-05 21",Unspecified,2081
"2016-07-05 22","Big screen",8
"2016-07-05 22",Computer,9383
"2016-07-05 22",Mobile,7414
"2016-07-05 22",Tablet,7558
"2016-07-05 22",Unknown,74
"2016-07-05 22",Unspecified,1652
"2016-07-05 23","Big screen",47
"2016-07-05 23",Computer,5678
"2016-07-05 23",Mobile,4985
"2016-07-05 23",Tablet,4601
"2016-07-05 23",Unknown,42
"2016-07-05 23",Unspecified,847
"2016-07-06 00","Big screen",8
"2016-07-06 00",Computer,3188
"2016-07-06 00",Mobile,2259
"2016-07-06 00",Tablet,2175
"2016-07-06 00",Unknown,4
"2016-07-06 00",Unspecified,508
"2016-07-06 01","Big screen",1
"2016-07-06 01",Computer,1551
"2016-07-06 01",Mobile,896
"2016-07-06 01",Tablet,979
"2016-07-06 01",Unspecified,259
"2016-07-06 02",Computer,871
"2016-07-06 02",Mobile,689
"2016-07-06 02",Tablet,631
"2016-07-06 02",Unspecified,147
"2016-07-06 03",Computer,736
"2016-07-06 03",Mobile,576
"2016-07-06 03",Tablet,542
"2016-07-06 03",Unspecified,121
"2016-07-06 04",Computer,802
"2016-07-06 04",Mobile,563
"2016-07-06 04",Tablet,634
"2016-07-06 04",Unspecified,157
"2016-07-06 05","Big screen",5
"2016-07-06 05",Computer,1654
"2016-07-06 05",Mobile,1329
"2016-07-06 05",Tablet,1530
"2016-07-06 05",Unspecified,204
"2016-07-06 06","Big screen",17
"2016-07-06 06",Computer,3639
"2016-07-06 06",Mobile,3832
"2016-07-06 06",Tablet,3869
"2016-07-06 06",Unknown,3
"2016-07-06 06",Unspecified,665
"2016-07-06 07","Big screen",23
"2016-07-06 07",Computer,7078
"2016-07-06 07",Mobile,5689
"2016-07-06 07",Tablet,6465
"2016-07-06 07",Unknown,2
"2016-07-06 07",Unspecified,1248
"2016-07-06 08","Big screen",7
"2016-07-06 08",Computer,10908
"2016-07-06 08",Mobile,5002
"2016-07-06 08",Tablet,5382
"2016-07-06 08",Unknown,5
"2016-07-06 08",Unspecified,1579
"2016-07-06 09",,14
"2016-07-06 09","Big screen",8
"2016-07-06 09",Computer,14107
"2016-07-06 09",Mobile,3679
"2016-07-06 09",Tablet,4191
"2016-07-06 09",Unknown,1
"2016-07-06 09",Unspecified,1571
"2016-07-06 10",,2
"2016-07-06 10","Big screen",6
"2016-07-06 10",Computer,13293
"2016-07-06 10",Mobile,3216
"2016-07-06 10",Tablet,3815
"2016-07-06 10",Unspecified,1529
"2016-07-06 11",,2
"2016-07-06 11","Big screen",11
"2016-07-06 11",Computer,15838
"2016-07-06 11",Mobile,4417
"2016-07-06 11",Tablet,6192
"2016-07-06 11",Unknown,4
"2016-07-06 11",Unspecified,1741
"2016-07-06 12",,9
"2016-07-06 12","Big screen",18
"2016-07-06 12",Computer,20844
"2016-07-06 12",Mobile,6029
"2016-07-06 12",Tablet,7108
"2016-07-06 12",UNKNOWN,8
"2016-07-06 12",Unspecified,1960
"2016-07-06 13",,2
"2016-07-06 13","Big screen",10
"2016-07-06 13",Computer,17978
"2016-07-06 13",Mobile,5821
"2016-07-06 13",Tablet,6578
"2016-07-06 13",UNKNOWN,3
